source,target
A4IF30,Q9H2U1
A4IF30,O60610
A4IF30,Q9BTC0
A4IF30,Q16555
A4IF30,Q03001
A4IF30,Q9Y4J8
A4IF30,Q96F86
A4IF30,Q6P2E9
A4IF30,P05198
A4IF30,P20042
A4IF30,P41091
A4IF30,Q14152
A4IF30,Q99613
A4IF30,O15371
A4IF30,P60228
A4IF30,O00303
A4IF30,Q9Y262
A4IF30,P23588
A4IF30,Q04637
A4IF30,O60841
A4IF30,O43491
A4IF30,Q5RKV6
A4IF30,Q15024
A4IF30,Q14320
A4IF30,Q6UN15
A4IF30,P21333
A4IF30,Q8IY81
A4IF30,Q96AE4
A4IF30,P35637
A4IF30,Q9BQS8
A4IF30,Q13283
A4IF30,Q14C86
A4IF30,Q6Y7W6
A4IF30,Q08378
A4IF30,Q13098
A4IF30,Q12789
A4IF30,Q9Y5Q9
A4IF30,Q9Y5Q8
A4IF30,Q9BZE4
A4IF30,P51610
A4IF30,P51858
A4IF30,Q00341
A4IF30,Q15034
A4IF30,O94992
A4IF30,Q1KMD3
A4IF30,O43719
A4IF30,Q13123
A4IF30,P12268
A4IF30,P46940
A4IF30,Q13576
A4IF30,Q96ST2
A4IF30,P52732
A4IF30,P33176
A4IF30,Q07866
A4IF30,Q9NSK0
A4IF30,P30533
A4IF30,Q8N1G4
A4IF30,Q32MZ4
A4IF30,Q8ND56
A4IF30,Q86V48
A4IF30,Q9NX58
A4IF30,Q9UPN3
A4IF30,P27816
A4IF30,O95819
A4IF30,P49736
A4IF30,P33991
A4IF30,P33992
A4IF30,Q14566
A4IF30,P46013
A4IF30,Q96EY8
A4IF30,P49959
A4IF30,P42285
A4IF30,O43776
A4IF30,O60934
A4IF30,Q09161
A4IF30,Q9Y2A7
A4IF30,O75376
A4IF30,P30419
A4IF30,P46087
A4IF30,Q14980
A4IF30,P49790
A4IF30,Q9UQ80
A4IF30,Q9HBE1
A4IF30,Q86U86
A4IF30,O95613
A4IF30,Q53EL6
A4IF30,O00541
A4IF30,P24928
A4IF30,Q96QC0
A4IF30,O60828
A4IF30,O43395
A4IF30,Q9Y520
A4IF30,O95758
A4IF30,Q3YEC7
A4IF30,P98175
A4IF30,Q9NTZ6
A4IF30,Q9P2N5
A4IF30,P42696
A4IF30,P35251
A4IF30,Q5VTR2
A4IF30,O43148
A4IF30,O75116
A4IF30,O43290
A4IF30,Q15020
A4IF30,O95248
A4IF30,Q9UPN6
A4IF30,O94979
A4IF30,Q9UHD8
A4IF30,Q15459
A4IF30,Q12874
A4IF30,Q13435
A4IF30,Q15427
A4IF30,Q9BWJ5
A4IF30,A0MZ66
A4IF30,Q96ST3
A4IF30,Q9H2G2
A4IF30,P51531
A4IF30,P51532
A4IF30,Q12824
A4IF30,Q92922
A4IF30,Q8TAQ2
A4IF30,Q96GM5
A4IF30,Q969G3
A4IF30,Q9NTJ3
A4IF30,A6NHR9
A4IF30,P09661
A4IF30,P08579
A4IF30,Q13813
A4IF30,Q01082
A4IF30,O15020
A4IF30,Q9UHB9
A4IF30,O76094
A4IF30,Q9BXP5
A4IF30,Q01130
A4IF30,P50502
A4IF30,Q9NUL3
A4IF30,Q13033
A4IF30,Q9Y5B9
A4IF30,O00267
A4IF30,Q92804
A4IF30,P49848
A4IF30,Q13428
A4IF30,Q96FV9
A4IF30,Q8NI27
A4IF30,Q9Y490
A4IF30,Q9C0C2
A4IF30,Q12888
A4IF30,P12270
A4IF30,Q14258
A4IF30,Q9UPN9
A4IF30,Q9BQ61
A4IF30,Q8IZ69
A4IF30,Q9UJA5
A4IF30,Q9Y4A5
A4IF30,P40222
A4IF30,O15042
A4IF30,Q14157
A4IF30,O94874
A4IF30,O94763
A4IF30,Q93009
A4IF30,P46939
A4IF30,P26640
A4IF30,Q9H270
A4IF30,Q96JC1
A4IF30,Q9UPY6
A4IF30,Q9UNX4
A4IF30,Q8NI36
A4IF30,Q6UXN9
A4IF30,Q15007
A4IF30,P54577
A4IF30,Q9NUD5
A4IF30,O60293
A4IF30,Q86UK7
A4IF30,Q14966
Q8WV83,Q9NRK6
Q8WV83,O95490
Q8WV83,Q10567
Q8WV83,Q12797
Q8WV83,Q9H7F0
Q8WV83,P20020
Q8WV83,P23634
Q8WV83,P98194
Q8WV83,P06576
Q8WV83,P56385
Q8WV83,O75964
Q8WV83,P24539
Q8WV83,O75947
Q8WV83,P18859
Q8WV83,P48047
Q8WV83,P35670
Q8WV83,Q9BR76
Q8WV83,Q5TAQ9
Q8WV83,Q8N766
Q8WV83,Q9BXW9
Q8WV83,Q96ED9
Q8WV83,Q14571
Q8WV83,Q14573
Q8WV83,Q06136
Q8WV83,Q14974
Q8WV83,Q9BTT6
Q8WV83,Q86UT6
Q8WV83,Q96S52
Q8WV83,P62136
Q8WV83,P62140
Q8WV83,P36873
Q8WV83,Q9NWS8
Q8WV83,Q8WVM8
Q8WV83,Q99720
Q8WV83,P46977
Q8WV83,O60499
Q8WV83,Q9UM00
Q8WV83,Q96A57
Q8WV83,Q4ZIN3
Q8WV83,P45880
Q8N357,P51648
Q8N357,P04114
Q8N357,Q15904
Q8N357,Q93050
Q8N357,Q9Y487
Q8N357,P61421
Q8N357,P38606
Q8N357,Q9Y5Z0
Q8N357,Q96HD1
Q8N357,O75955
Q8N357,Q14254
Q8N357,Q86SF2
Q8N357,O15228
Q8N357,Q3SXM5
Q8N357,P11717
Q8N357,Q06136
Q8N357,Q6IAA8
Q8N357,O43504
Q8N357,Q8NC56
Q8N357,Q9C0E8
Q8N357,Q7Z434
Q8N357,P13591
Q8N357,O43929
Q8N357,Q15070
Q8N357,Q9UHG3
Q8N357,Q9UI14
Q8N357,P61586
Q8N357,P31431
Q8N357,Q99720
Q8N357,O15269
Q8N357,O15270
Q8N357,P57105
Q8N357,Q969X1
Q8N357,Q9NV96
Q8N357,O14683
Q2M3R5,O60503
Q2M3R5,Q8WXF7
Q2M3R5,P20020
Q2M3R5,P23634
Q2M3R5,P98194
Q2M3R5,P30049
Q2M3R5,P56381
Q2M3R5,Q96IX5
Q2M3R5,P56385
Q2M3R5,P56134
Q2M3R5,O75947
Q2M3R5,P18859
Q2M3R5,P48047
Q2M3R5,P51572
Q2M3R5,Q03135
Q2M3R5,P08962
Q2M3R5,Q8WUD6
Q2M3R5,Q07065
Q2M3R5,P10606
Q2M3R5,Q15392
Q2M3R5,Q15006
Q2M3R5,P22413
Q2M3R5,O75477
Q2M3R5,O94905
Q2M3R5,Q9H0X4
Q2M3R5,A2RU67
Q2M3R5,Q8WVX9
Q2M3R5,O75955
Q2M3R5,Q14254
Q2M3R5,Q9UJ14
Q2M3R5,Q9H3K2
Q2M3R5,Q8TED1
Q2M3R5,Q9P035
Q2M3R5,Q8TCT9
Q2M3R5,P04035
Q2M3R5,P30519
Q2M3R5,Q7LGA3
Q2M3R5,Q8NC54
Q2M3R5,Q9Y234
Q2M3R5,Q7Z434
Q2M3R5,Q96N66
Q2M3R5,Q14165
Q2M3R5,Q9BTX1
Q2M3R5,P01111
Q2M3R5,O00264
Q2M3R5,O15173
Q2M3R5,Q9NZ53
Q2M3R5,O60831
Q2M3R5,P51153
Q2M3R5,Q9BZG1
Q2M3R5,Q5HYI8
Q2M3R5,P62826
Q2M3R5,P62834
Q2M3R5,Q00765
Q2M3R5,O15258
Q2M3R5,P60602
Q2M3R5,P35268
Q2M3R5,P63173
Q2M3R5,P04844
Q2M3R5,P62249
Q2M3R5,P60468
Q2M3R5,Q99442
Q2M3R5,Q99720
Q2M3R5,Q8TAD4
Q2M3R5,Q8NEW0
Q2M3R5,P27105
Q2M3R5,Q9UJZ1
Q2M3R5,P46977
Q2M3R5,O15400
Q2M3R5,O15260
Q2M3R5,P02786
Q2M3R5,O94886
Q2M3R5,P42166
Q2M3R5,Q9BVT8
Q2M3R5,O14763
Q2M3R5,O60858
Q2M3R5,Q16880
Q2M3R5,P21796
Q2M3R5,P45880
Q2M3R5,Q9Y277
Q2M3R5,Q9BQB6
Q2M3R5,Q5BJH7
Q8TBE7,P28288
Q8TBE7,Q9UKV5
Q8TBE7,Q9Y2T2
Q8TBE7,Q9NVI7
Q8TBE7,Q96IX5
Q8TBE7,P18859
Q8TBE7,Q9UBB4
Q8TBE7,P06493
Q8TBE7,O95674
Q8TBE7,Q9NX63
Q8TBE7,P20674
Q8TBE7,Q9NVH1
Q8TBE7,P04406
Q8TBE7,Q9H3K2
Q8TBE7,B7ZAQ6
Q8TBE7,Q9Y241
Q8TBE7,P34932
Q8TBE7,Q16891
Q8TBE7,Q99735
Q8TBE7,Q6NZ67
Q8TBE7,Q5SRE5
Q8TBE7,P35232
Q8TBE7,O43175
Q8TBE7,P49721
Q8TBE7,Q5HYI8
Q8TBE7,P60602
Q8TBE7,P46776
Q8TBE7,Q9Y512
Q8TBE7,O75396
Q8TBE7,P53007
Q8TBE7,Q9UJS0
Q8TBE7,Q9BQT8
Q8TBE7,P43307
Q8TBE7,P27105
Q8TBE7,P56962
Q8TBE7,O60830
Q8TBE7,O14925
Q8TBE7,O00124
Q8TBE7,Q96TA2
Q8N808,Q8IZP0
Q8N808,O00116
Q8N808,Q4VCS5
Q8N808,P27695
Q8N808,O14497
Q8N808,Q68CP9
Q8N808,Q9UBL3
Q8N808,O75934
Q8N808,Q14692
Q8N808,Q8IX12
Q8N808,Q99459
Q8N808,Q9NYV4
Q8N808,Q14004
Q8N808,Q9UKY7
Q8N808,Q0VF96
Q8N808,Q14839
Q8N808,O96005
Q8N808,Q9NRU3
Q8N808,Q8NBJ5
Q8N808,Q8N684
Q8N808,O75534
Q8N808,P33240
Q8N808,Q96F07
Q8N808,Q14203
Q8N808,Q13561
Q8N808,Q9BUQ8
Q8N808,Q86XP3
Q8N808,P35659
Q8N808,P36957
Q8N808,Q9NPF5
Q8N808,Q16555
Q8N808,P20042
Q8N808,P55884
Q8N808,P60228
Q8N808,O15372
Q8N808,Q9Y262
Q8N808,O60841
Q8N808,O43491
Q8N808,Q5T1M5
Q8N808,P21333
Q8N808,Q9H461
Q8N808,P51610
Q8N808,Q13547
Q8N808,Q14103
Q8N808,P46940
Q8N808,P07942
Q8N808,P11047
Q8N808,Q4G0J3
Q8N808,Q6ZN17
Q8N808,P30533
Q8N808,Q32MZ4
Q8N808,P49736
Q8N808,P33992
Q8N808,Q14566
Q8N808,P55081
Q8N808,P46013
Q8N808,P49959
Q8N808,Q08J23
Q8N808,P49790
Q8N808,P52948
Q8N808,Q9UQ80
Q8N808,P22234
Q8N808,Q86U86
Q8N808,Q53EL6
Q8N808,O15446
Q8N808,P48634
Q8N808,O75475
Q8N808,Q9P2B2
Q8N808,P98175
Q8N808,P49756
Q8N808,Q969Q0
Q8N808,Q5VT52
Q8N808,Q9UHD8
Q8N808,Q15637
Q8N808,Q15459
Q8N808,Q15428
Q8N808,Q12874
Q8N808,Q13435
Q8N808,P51532
Q8N808,Q969G3
Q8N808,A6NHR9
Q8N808,P09661
Q8N808,Q00796
Q8N808,Q13813
Q8N808,Q9UHB9
Q8N808,Q9UQ35
Q8N808,Q01130
Q8N808,Q96SI9
Q8N808,O00267
Q8N808,Q92797
Q8N808,Q13428
Q8N808,Q07157
Q8N808,Q9Y490
Q8N808,Q96GM8
Q8N808,Q12888
Q8N808,P12270
Q8N808,O15042
Q8N808,Q9HBM0
Q8N808,P49750
Q8N808,Q6NZY4
Q96KT7,Q9ULG6
Q96KT7,Q8IY50
Q96KT7,P0C7Q6
Q7Z2H8,P62736
Q7Z2H8,P63261
Q7Z2H8,P10515
Q7Z2H8,Q7Z406
Q7Z2H8,P01111
Q7Z2H8,Q9UHX1
Q7Z2H8,P27105
Q495M3,Q9BRR6
Q495M3,P06576
Q495M3,P56385
Q495M3,P48047
Q495M3,P27824
Q495M3,P17931
Q495M3,P35244
Q495M3,P62913
Q495M3,P62750
Q495M3,P61353
Q495M3,P62424
Q495M3,P60866
Q495M3,P62851
Q6YBV0,P04899
Q6YBV0,Q9BRP8
Q6YBV0,Q99942
P57057,Q99758
P57057,Q9H3P7
P57057,P36896
P57057,O60266
P57057,O60503
P57057,Q9Y487
P57057,Q9Y679
P57057,Q13490
P57057,P36894
P57057,Q6P1N0
P57057,P51795
P57057,Q9P003
P57057,Q02487
P57057,Q14574
P57057,Q14126
P57057,Q9UM22
P57057,P29317
P57057,Q15375
P57057,P54760
P57057,Q9BSJ8
P57057,A0FGR8
P57057,P11362
P57057,O43464
P57057,P15260
P57057,Q96J02
P57057,P14923
P57057,Q9UM54
P57057,Q9BT67
P57057,Q9NV92
P57057,Q9NX14
P57057,P46934
P57057,Q96PU5
P57057,Q9Y2I1
P57057,Q969F2
P57057,P46531
P57057,Q04721
P57057,Q9BTU6
P57057,O15031
P57057,P62937
P57057,P10586
P57057,Q92729
P57057,P51151
P57057,Q86VR2
P57057,Q7L0Q8
P57057,Q9H9V4
P57057,Q8TEB7
P57057,O43567
P57057,Q8NC42
P57057,Q9H6Y7
P57057,Q96EP0
P57057,Q9NQC3
P57057,O00560
P57057,Q15437
P57057,Q15036
P57057,Q96L92
P57057,P27105
P57057,O60499
P57057,Q86Y82
P57057,O43752
P57057,O15400
P57057,Q9UNK0
P57057,P02786
P57057,P36897
P57057,P37173
P57057,Q9NUM4
P57057,Q9BXS4
P57057,Q9BUB7
P57057,Q9H3N1
P57057,O14763
P57057,O75509
P57057,Q9H0E2
P57057,O60784
P57057,O14773
P57057,Q9H4I3
P57057,Q12933
P57057,Q13049
P57057,O95164
P57057,Q16739
P57057,Q8IZJ1
P57057,P51809
P57057,Q96AJ9
P57057,Q9UEU0
P57057,Q9NNW5
P57057,Q96S55
P57057,Q9H0M0
P57057,O00308
P57057,P07947
Q8TED4,Q99758
Q8TED4,Q9NP58
Q8TED4,O60488
Q8TED4,P36896
Q8TED4,O60266
Q8TED4,O15120
Q8TED4,Q8IZ07
Q8TED4,Q6ZTN6
Q8TED4,Q9NQ11
Q8TED4,Q9Y2Q0
Q8TED4,P36894
Q8TED4,Q5VW32
Q8TED4,P00918
Q8TED4,P16152
Q8TED4,Q6P1N0
Q8TED4,P12277
Q8TED4,O14967
Q8TED4,Q8NI60
Q8TED4,Q7KZN9
Q8TED4,P50416
Q8TED4,Q9NWM3
Q8TED4,Q96KC8
Q8TED4,P50570
Q8TED4,Q14126
Q8TED4,Q5VYK3
Q8TED4,P06733
Q8TED4,P29317
Q8TED4,P54760
Q8TED4,Q12929
Q8TED4,P11362
Q8TED4,Q13642
Q8TED4,Q14254
Q8TED4,P43304
Q8TED4,Q86YR5
Q8TED4,O14964
Q8TED4,P48735
Q8TED4,Q96J02
Q8TED4,P23458
Q8TED4,P14923
Q8TED4,P10721
Q8TED4,Q6IAA8
Q8TED4,P17931
Q8TED4,P42702
Q8TED4,Q09328
Q8TED4,P54920
Q8TED4,Q8WUM4
Q8TED4,P18669
Q8TED4,O43175
Q8TED4,Q9BTU6
Q8TED4,Q86T03
Q8TED4,P53350
Q8TED4,O15031
Q8TED4,P62937
Q8TED4,Q9H3S7
Q8TED4,P10586
Q8TED4,P51149
Q8TED4,P51151
Q8TED4,Q5T160
Q8TED4,O15258
Q8TED4,Q7L0Q8
Q8TED4,Q8TEB7
Q8TED4,Q8NC42
Q8TED4,Q15437
Q8TED4,Q7KZF4
Q8TED4,Q8NBT2
Q8TED4,Q9HBM1
Q8TED4,Q14849
Q8TED4,O60499
Q8TED4,Q86Y82
Q8TED4,Q13277
Q8TED4,P61764
Q8TED4,Q8N9I0
Q8TED4,P36897
Q8TED4,P37173
Q8TED4,Q9NS93
Q8TED4,Q9NUM4
Q8TED4,Q9NX61
Q8TED4,Q9H3N1
Q8TED4,Q6ZVM7
Q8TED4,O14773
Q8TED4,Q9H4I3
Q8TED4,O00635
Q8TED4,Q6DKK2
Q8TED4,Q16739
Q8TED4,Q8IZJ1
Q8TED4,P40818
Q8TED4,Q9UK41
Q8TED4,O75351
Q8TED4,Q9UEU0
Q8TED4,Q9NNW5
Q8TED4,Q9H0M0
Q8TED4,O00308
Q8NCC5,P63267
Q8NCC5,O94910
Q8NCC5,Q9UHK6
Q8NCC5,Q86YJ7
Q8NCC5,Q9HD20
Q8NCC5,P48201
Q8NCC5,Q6P1N0
Q8NCC5,Q9NRR3
Q8NCC5,Q99675
Q8NCC5,P50416
Q8NCC5,P42892
Q8NCC5,Q15768
Q8NCC5,Q9Y3D6
Q8NCC5,P10253
Q8NCC5,O75600
Q8NCC5,Q7Z2K8
Q8NCC5,P08236
Q8NCC5,Q9Y241
Q8NCC5,P52789
Q8NCC5,P48735
Q8NCC5,Q9NPH2
Q8NCC5,Q7Z3U7
Q8NCC5,O43347
Q8NCC5,Q9BTX1
Q8NCC5,Q9UM47
Q8NCC5,Q6PK18
Q8NCC5,Q8WUM4
Q8NCC5,P56589
Q8NCC5,Q7Z736
Q8NCC5,O15031
Q8NCC5,Q8WZA1
Q8NCC5,Q96GQ5
Q8NCC5,P50454
Q8NCC5,Q16585
Q8NCC5,Q5TGY1
Q8NCC5,Q8WUH6
Q8NCC5,Q71U36
Q8NCC5,P68366
Q8NCC5,Q99536
Q8NCC5,Q8IZQ1
O43826,Q8NBU5
O43826,Q9NS00
O43826,Q96EU7
O43826,P08574
O43826,Q9NVM1
O43826,P16402
O43826,P06748
O43826,O00264
O43826,O15173
O43826,P62750
O43826,P18077
O43826,P04843
O43826,P04844
O43826,P46977
O43826,Q8TCJ2
Q9HBR0,P45954
Q9HBR0,Q9UBB4
Q9HBR0,P20036
Q9HBR0,O95757
Q9HBR0,Q8NE86
Q9HBR0,O43592
Q96QD8,Q709F0
Q96QD8,P56385
Q96QD8,O75964
Q96QD8,P24539
Q96QD8,P61421
Q96QD8,O60814
Q96QD8,P40939
Q96QD8,P55084
Q96QD8,P48426
Q96QD8,P78356
Q96QD8,Q8TBX8
Q96QD8,O14939
Q96QD8,P46776
Q96QD8,P36578
Q96QD8,P05387
Q96QD8,P62249
Q96QD8,P60866
Q96QD8,P62266
Q96QD8,P62851
Q96QD8,P46781
Q969I6,Q9UBB4
Q969I6,Q96KA5
Q969I6,P04406
Q969I6,P35244
Q969I6,Q99442
Q969I6,Q1EHB4
Q969I6,Q9UGJ1
Q8WUX1,Q9H1A4
Q8WUX1,Q9UJX4
Q8WUX1,P56378
Q8WUX1,Q16643
Q8WUX1,Q9Y2G8
Q8WUX1,P52789
Q8WUX1,Q9UHB6
Q8WUX1,Q8NHP6
Q8WUX1,Q6WCQ1
Q8WUX1,Q7Z406
Q8WUX1,Q92614
Q8WUX1,O94832
Q8WUX1,Q12965
Q8WUX1,Q9Y4I1
Q8WUX1,O14786
Q8WUX1,Q6P996
Q8WUX1,Q9NW08
Q8WUX1,P14314
Q8WUX1,P51157
Q8WUX1,Q96GQ5
Q8WUX1,Q9H5Q4
Q8WUX1,Q6UW68
Q8WUX1,P28289
Q8WUX1,Q9NYL9
Q8WUX1,Q9NYU2
Q8WUX1,-
Q8IZM9,O14617
Q8IZM9,Q92572
Q8IZM9,P59780
Q8IZM9,Q9NRU3
Q8IZM9,Q8TCT9
Q8IZM9,Q86UP2
Q8IZM9,Q8NBM4
Q8IZM9,Q92890
Q9NVC3,P01040
A6NNN8,P23634
A6NNN8,P56378
A6NNN8,P24539
A6NNN8,Q92903
A6NNN8,Q8WUD6
A6NNN8,Q8IZR5
A6NNN8,Q9BQ39
A6NNN8,P22413
A6NNN8,O00519
A6NNN8,Q9Y3D6
A6NNN8,Q9HCG7
A6NNN8,Q8TBA6
A6NNN8,Q86V85
A6NNN8,A1L0T0
A6NNN8,Q8WZA9
A6NNN8,Q8WVP7
A6NNN8,Q9C0E8
A6NNN8,P03928
A6NNN8,Q9NZM5
A6NNN8,Q9NX40
A6NNN8,Q969Q5
A6NNN8,Q96AA3
A6NNN8,O15260
A6NNN8,Q92544
A6NNN8,Q8N0U8
A6NNN8,Q9GZM5
Q8NBW4,Q99758
Q8NBW4,P08183
Q8NBW4,Q9NP58
Q8NBW4,P11117
Q8NBW4,P07355
Q8NBW4,Q9NQ11
Q8NBW4,Q93050
Q8NBW4,P38606
Q8NBW4,P21283
Q8NBW4,Q9Y5K8
Q8NBW4,P36543
Q8NBW4,Q16864
Q8NBW4,O75348
Q8NBW4,Q9Y2Q0
Q8NBW4,Q8NE79
Q8NBW4,P51795
Q8NBW4,P51798
Q8NBW4,Q5TAQ9
Q8NBW4,O75955
Q8NBW4,Q10472
Q8NBW4,P17302
Q8NBW4,Q9NZL4
Q8NBW4,Q12756
Q8NBW4,Q9Y2I1
Q8NBW4,Q8WUM4
Q8NBW4,Q9BTU6
Q8NBW4,Q86T03
Q8NBW4,Q99755
Q8NBW4,Q9H6Y7
Q8NBW4,O14828
Q8NBW4,Q86Y82
Q8NBW4,Q8IY95
Q8NBW4,P51809
Q8NBW4,Q9UEU0
Q8NBW4,Q6NZY4
Q9NY26,P05067
Q9NY26,Q12981
Q9NY26,Q96JM3
Q9NY26,Q8IWX8
Q9NY26,O75976
Q9NY26,P00533
Q9NY26,P22413
Q9NY26,Q96HJ9
Q9NY26,Q14435
Q9NY26,Q86SF2
Q9NY26,Q8TBA6
Q9NY26,Q10469
Q9NY26,Q86U86
Q9NY26,Q8IZL8
Q9NY26,Q9UI14
Q9NY26,P04843
Q9NY26,Q9NTJ5
Q9NY26,Q8WVM8
Q9NY26,Q6PML9
Q9NY26,Q8TAQ2
Q9NY26,Q9H3E2
Q9NY26,P08240
Q9NY26,P46977
Q9NY26,Q9P2W9
Q9NY26,Q9NXF1
Q9NY26,Q99805
Q9NY26,Q8IWR1
Q9ULF5,Q9NUJ1
Q9ULF5,Q8N2K0
Q9ULF5,Q06481
Q9ULF5,P05067
Q9ULF5,Q8N5M1
Q9ULF5,Q96L58
Q9ULF5,O14936
Q9ULF5,Q03701
Q9ULF5,Q9Y2R0
Q9ULF5,Q05707
Q9ULF5,Q5TAQ9
Q9ULF5,Q9NVP1
Q9ULF5,Q8NDZ4
Q9ULF5,Q12959
Q9ULF5,Q96DA6
Q9ULF5,Q14574
Q9ULF5,P00533
Q9ULF5,Q9H0I2
Q9ULF5,Q92520
Q9ULF5,Q9Y4F1
Q9ULF5,Q8IXK2
Q9ULF5,Q96FL9
Q9ULF5,Q8N428
Q9ULF5,Q10471
Q9ULF5,Q14435
Q9ULF5,Q8NCL4
Q9ULF5,Q14697
Q9ULF5,Q8IW92
Q9ULF5,P02042
Q9ULF5,P01892
Q9ULF5,P01889
Q9ULF5,P09601
Q9ULF5,Q8TDY8
Q9ULF5,Q8TB96
Q9ULF5,Q9P0J7
Q9ULF5,Q9NUP9
Q9ULF5,Q9P244
Q9ULF5,P98164
Q9ULF5,Q96AG4
Q9ULF5,Q5VSG8
Q9ULF5,Q68D91
Q9ULF5,Q9H1A3
Q9ULF5,Q10469
Q9ULF5,Q29980
Q9ULF5,O95297
Q9ULF5,Q9BPW8
Q9ULF5,O15226
Q9ULF5,Q9Y3T9
Q9ULF5,Q9NUU6
Q9ULF5,Q9Y5G0
Q9ULF5,Q9UN70
Q9ULF5,Q14690
Q9ULF5,P51805
Q9ULF5,P14314
Q9ULF5,O75569
Q9ULF5,Q13308
Q9ULF5,Q6ZRP7
Q9ULF5,Q9H0U4
Q9ULF5,Q14684
Q9ULF5,Q96GP6
Q9ULF5,Q13433
Q9ULF5,Q11201
Q9ULF5,Q13428
Q9ULF5,Q00059
Q9ULF5,P11387
Q9ULF5,Q7Z2T5
Q9ULF5,Q8IWV7
Q9ULF5,Q8IWV8
Q9ULF5,Q5T4S7
Q9ULF5,Q9BZM4
Q9ULF5,Q9Y2K6
Q9ULF5,Q8NBZ7
Q9ULF5,Q9UNX4
Q9ULF5,Q8NI36
Q9ULF5,Q15776
Q9ULF5,O15014
Q9ULF5,Q9UEG4
Q9ULF5,Q9H5H4
Q9ULF5,Q6DD87
Q8N1S5,Q8N2K0
Q8N1S5,Q3SY69
Q8N1S5,Q86XL3
Q8N1S5,P48444
Q8N1S5,Q8N2F6
Q8N1S5,Q9UH62
Q8N1S5,Q12797
Q8N1S5,Q6UW56
Q8N1S5,Q8NCR0
Q8N1S5,Q96L58
Q8N1S5,Q6L9W6
Q8N1S5,O00481
Q8N1S5,P78410
Q8N1S5,Q6P1S2
Q8N1S5,Q5VU97
Q8N1S5,Q8WVQ1
Q8N1S5,Q96A33
Q8N1S5,P12830
Q8N1S5,Q8IZ52
Q8N1S5,Q9NRB3
Q8N1S5,Q7LGC8
Q8N1S5,Q86X52
Q8N1S5,Q70JA7
Q8N1S5,Q9Y2R0
Q8N1S5,Q86VU5
Q8N1S5,P53621
Q8N1S5,P53618
Q8N1S5,P35606
Q8N1S5,Q9UBF2
Q8N1S5,Q5RI15
Q8N1S5,P50416
Q8N1S5,P35221
Q8N1S5,P35222
Q8N1S5,P08574
Q8N1S5,Q9Y4D1
Q8N1S5,Q7Z4W1
Q8N1S5,P52429
Q8N1S5,Q8NDZ4
Q8N1S5,Q96DA6
Q8N1S5,O00559
Q8N1S5,P00533
Q8N1S5,P22413
Q8N1S5,Q9Y227
Q8N1S5,O75354
Q8N1S5,P16422
Q8N1S5,P54764
Q8N1S5,P04626
Q8N1S5,A0FGR8
Q8N1S5,Q9NVH0
Q8N1S5,O00519
Q8N1S5,Q96A26
Q8N1S5,Q8TBP5
Q8N1S5,O75063
Q8N1S5,Q92520
Q8N1S5,Q9Y3D6
Q8N1S5,Q96AY3
Q8N1S5,P09958
Q8N1S5,P51570
Q8N1S5,Q86SR1
Q8N1S5,Q8IXK2
Q8N1S5,Q96FL9
Q8N1S5,Q8N428
Q8N1S5,Q10471
Q8N1S5,Q14435
Q8N1S5,Q8N4A0
Q8N1S5,Q8NCL4
Q8N1S5,Q86SF2
Q8N1S5,Q8IW92
Q8N1S5,Q68CQ7
Q8N1S5,Q4G148
Q8N1S5,P52789
Q8N1S5,Q16891
Q8N1S5,Q96J84
Q8N1S5,Q86UP2
Q8N1S5,P11279
Q8N1S5,Q12907
Q8N1S5,Q86VZ4
Q8N1S5,Q9NT99
Q8N1S5,Q8WWC4
Q8N1S5,Q9UKM7
Q8N1S5,Q5SRI9
Q8N1S5,Q5VSG8
Q8N1S5,Q10469
Q8N1S5,Q09328
Q8N1S5,Q5XKP0
Q8N1S5,Q13724
Q8N1S5,Q9UBG0
Q8N1S5,Q5VT66
Q8N1S5,Q969Z3
Q8N1S5,O00217
Q8N1S5,Q15223
Q8N1S5,Q9BPW8
Q8N1S5,Q9C002
Q8N1S5,Q9UM47
Q8N1S5,P13674
Q8N1S5,O15460
Q8N1S5,P07237
Q8N1S5,Q9Y3D7
Q8N1S5,Q9UIW2
Q8N1S5,Q8WZA1
Q8N1S5,Q8WUK0
Q8N1S5,Q15262
Q8N1S5,Q9NX57
Q8N1S5,P57729
Q8N1S5,Q96DA2
Q8N1S5,Q9Y6N7
Q8N1S5,Q9HCK4
Q8N1S5,Q01973
Q8N1S5,Q01974
Q8N1S5,Q9BWD3
Q8N1S5,Q8WWV3
Q8N1S5,Q9Y2B1
Q8N1S5,Q96GP6
Q8N1S5,O75396
Q8N1S5,Q9NZV5
Q8N1S5,Q96JX3
Q8N1S5,P58511
Q8N1S5,Q99523
Q8N1S5,O15270
Q8N1S5,P08240
Q8N1S5,Q9Y5M8
Q8N1S5,P56962
Q8N1S5,Q96BW9
Q8N1S5,Q9Y4P3
Q8N1S5,Q9BVV7
Q8N1S5,Q13445
Q8N1S5,Q9Y3B3
Q8N1S5,Q9BVK6
Q8N1S5,Q8WUH6
Q8N1S5,Q96JJ7
Q8N1S5,O94826
Q8N1S5,P11441
Q8N1S5,Q96TA2
Q8N1S5,Q8TBC5
Q504Y0,P42765
Q504Y0,P33121
Q504Y0,O95573
Q504Y0,Q13444
Q504Y0,Q9H013
Q504Y0,Q13443
Q504Y0,Q9UHI8
